z_m,O2_M,Fe2_M,Fe3_M,SO4_M,H_M,pH
2.7386935,6.757653e-14,0.0004604976,7.188018e-05,0.0061186496,0.008349035,2.0783637
2.763819,5.5394667e-14,0.00045790253,7.1849274e-05,0.0061135744,0.00834677,2.0784817
2.7889447,4.5436494e-14,0.00045531042,7.181834e-05,0.006108493,0.008344506,2.0785995
2.8140702,3.7292408e-14,0.00045272082,7.178736e-05,0.00610341,0.008342245,2.078717
2.839196,3.0629287e-14,0.0004501345,7.175635e-05,0.006098326,0.00833999,2.0788345
2.8643217,2.517516e-14,0.00044755006,7.17253e-05,0.0060932315,0.008337732,2.078952
2.8894472,2.070909e-14,0.00044496826,7.16942e-05,0.0060881395,0.00833548,2.0790694
2.914573,1.7050636e-14,0.0004423891,7.166305e-05,0.0060830372,0.008333225,2.079187
2.9396985,1.4052442e-14,0.00043981214,7.163187e-05,0.006077933,0.008330973,2.0793042
2.9648242,1.1594448e-14,0.00043723764,7.1600625e-05,0.006072821,0.00832872,2.0794218
2.9899497,9.578642e-15,0.0004346653,7.156934e-05,0.006067705,0.008326464,2.0795393
3.0150752,7.924909e-15,0.00043209465,7.153799e-05,0.0060625826,0.008324209,2.079657
3.040201,6.5676906e-15,0.00042952574,7.150656e-05,0.0060574496,0.008321949,2.0797749
3.0653267,5.4534886e-15,0.00042695922,7.147508e-05,0.006052312,0.008319687,2.079893
3.0904522,4.538489e-15,0.00042439403,7.144352e-05,0.006047164,0.008317419,2.0800114
